/workspace/llm-lab/.venv/lib/python3.13/site-packages/jaxlib/plugin_support.py:91: RuntimeWarning: JAX plugin jax_cuda12_plugin version 0.9.2 is installed, but it is not compatible with the installed jaxlib version 0.9.1, so it will not be used.
  warnings.warn(
E0404 18:47:58.435748   11257 cuda_executor.cc:1743] Could not get kernel mode driver version: ( INVALID_ARGUMENT: Version does not match the format X.Y.Z )
E0404 18:47:58.450455   10911 cuda_executor.cc:1743] Could not get kernel mode driver version: ( INVALID_ARGUMENT: Version does not match the format X.Y.Z )
E0404 18:48:07.074237   11358 xtile_compiler.cc:399] Fusion: gemm_fusion_dot.212 = f32[8192,384]{1,0} fusion(bitcast.3077, model_states_0__0_.1, bitcast.7, bitcast.8, bitcast.9), kind=kCustom, calls=gemm_fusion_dot.212_computation.clone, backend_config={"operation_queue_id":"0","wait_on_operation_queues":[],"fusion_backend_config":{"kind":"__triton_nested_gemm_fusion","block_level_fusion_config":{"num_warps":"4","output_tiles":[{"sizes":["128","128"]}],"num_ctas":1,"num_stages":4,"is_tma_allowed":true,"is_warp_specialization_allowed":false}},"force_earliest_schedule":false,"reification_cost":[],"device_type":"DEVICE_TYPE_INVALID"}
E0404 18:48:07.074375   11358 xtile_compiler.cc:401] Computation: gemm_fusion_dot.212_computation.clone {
  parameter_0 = f32[8192,128]{1,0} parameter(0)
  parameter_1 = f32[128]{0} parameter(1)
  add.51 = f32[8192,128]{1,0} broadcast(parameter_1), dimensions={1}
  add.52 = f32[8192,128]{1,0} add(parameter_0, add.51)
  parameter_2 = f32[128,128]{1,0} parameter(2)
  parameter_3 = f32[128,128]{1,0} parameter(3)
  parameter_4 = f32[128,128]{1,0} parameter(4)
  concatenate.61 = f32[128,384]{1,0} concatenate(parameter_2, parameter_3, parameter_4), dimensions={1}
  ROOT dot.308 = f32[8192,384]{1,0} dot(add.52, concatenate.61), lhs_contracting_dims={1}, rhs_contracting_dims={0}, backend_config={"sizes":["32"]}
}
E0404 18:48:07.766415   11364 xtile_compiler.cc:399] Fusion: gemm_fusion_dot.64 = f32[8192,16384]{1,0} fusion(bitcast.3189, model_states_0__96_.1, model_states_0__99_.1), kind=kCustom, calls=gemm_fusion_dot.64_computation.clone, backend_config={"operation_queue_id":"0","wait_on_operation_queues":[],"fusion_backend_config":{"kind":"__triton_nested_gemm_fusion","block_level_fusion_config":{"num_warps":"4","output_tiles":[{"sizes":["128","128"]}],"num_ctas":1,"num_stages":4,"is_tma_allowed":true,"is_warp_specialization_allowed":false}},"force_earliest_schedule":false,"reification_cost":[],"device_type":"DEVICE_TYPE_INVALID"}
E0404 18:48:07.766492   11364 xtile_compiler.cc:401] Computation: gemm_fusion_dot.64_computation.clone {
  parameter_0.48 = f32[8192,128]{1,0} parameter(0)
  parameter_1.48 = f32[128]{0} parameter(1)
  add.83 = f32[8192,128]{1,0} broadcast(parameter_1.48), dimensions={1}
  add.84 = f32[8192,128]{1,0} add(parameter_0.48, add.83)
  parameter_2.16 = f32[16384,128]{1,0} parameter(2)
  ROOT dot.356 = f32[8192,16384]{1,0} dot(add.84, parameter_2.16), lhs_contracting_dims={1}, rhs_contracting_dims={1}, backend_config={"sizes":["32"]}
}
E0404 18:48:07.955270   11376 xtile_compiler.cc:399] Fusion: gemm_fusion_dot.214 = f32[32,384,128]{1,2,0} fusion(bitcast.3409, bitcast.371, bitcast.1132, bitcast.2, model_states_0__0_.1), kind=kCustom, calls=gemm_fusion_dot.214_computation.clone, backend_config={"operation_queue_id":"0","wait_on_operation_queues":[],"fusion_backend_config":{"kind":"__triton_nested_gemm_fusion","block_level_fusion_config":{"num_warps":"8","output_tiles":[{"sizes":["1","128","64"]}],"num_ctas":1,"num_stages":3,"is_tma_allowed":false,"is_warp_specialization_allowed":false}},"force_earliest_schedule":false,"reification_cost":[],"device_type":"DEVICE_TYPE_INVALID"}
E0404 18:48:07.955545   11376 xtile_compiler.cc:401] Computation: gemm_fusion_dot.214_computation.clone {
  parameter_0.132 = f32[8192,128]{1,0} parameter(0)
  parameter_1.132 = f32[8192,128]{1,0} parameter(1)
  parameter_2.18 = f32[8192,128]{1,0} parameter(2)
  concatenate.69 = f32[8192,384]{1,0} concatenate(parameter_0.132, parameter_1.132, parameter_2.18), dimensions={1}
  bitcast.2998 = f32[384,32,256]{0,2,1} bitcast(concatenate.69)
  parameter_3.8 = f32[32,256,128]{2,1,0} parameter(3)
  parameter_4.8 = f32[128]{0} parameter(4)
  add.87 = f32[32,256,128]{2,1,0} broadcast(parameter_4.8), dimensions={2}
  add.88 = f32[32,256,128]{2,1,0} add(parameter_3.8, add.87)
  ROOT dot = f32[32,384,128]{1,2,0} dot(bitcast.2998, add.88), lhs_batch_dims={1}, lhs_contracting_dims={2}, rhs_batch_dims={0}, rhs_contracting_dims={1}, backend_config={"sizes":["64"]}
}
E0404 18:48:08.352093   11275 xtile_compiler.cc:399] Fusion: gemm_fusion_dot.214 = f32[16,384,128]{1,2,0} fusion(bitcast.3409, bitcast.371, bitcast.1132, bitcast.2, model_states_0__0_.1), kind=kCustom, calls=gemm_fusion_dot.214_computation.clone, backend_config={"operation_queue_id":"0","wait_on_operation_queues":[],"fusion_backend_config":{"kind":"__triton_nested_gemm_fusion","block_level_fusion_config":{"num_warps":"4","output_tiles":[{"sizes":["1","64","64"]}],"num_ctas":1,"num_stages":3,"is_tma_allowed":false,"is_warp_specialization_allowed":false}},"force_earliest_schedule":false,"reification_cost":[],"device_type":"DEVICE_TYPE_INVALID"}
E0404 18:48:08.352235   11275 xtile_compiler.cc:401] Computation: gemm_fusion_dot.214_computation.clone {
  parameter_0.132 = f32[8192,128]{1,0} parameter(0)
  parameter_1.132 = f32[8192,128]{1,0} parameter(1)
  parameter_2.18 = f32[8192,128]{1,0} parameter(2)
  concatenate.69 = f32[8192,384]{1,0} concatenate(parameter_0.132, parameter_1.132, parameter_2.18), dimensions={1}
  bitcast.2998 = f32[384,16,512]{0,2,1} bitcast(concatenate.69)
  parameter_3.8 = f32[16,512,128]{2,1,0} parameter(3)
  parameter_4.8 = f32[128]{0} parameter(4)
  add.87 = f32[16,512,128]{2,1,0} broadcast(parameter_4.8), dimensions={2}
  add.88 = f32[16,512,128]{2,1,0} add(parameter_3.8, add.87)
  ROOT dot = f32[16,384,128]{1,2,0} dot(bitcast.2998, add.88), lhs_batch_dims={1}, lhs_contracting_dims={2}, rhs_batch_dims={0}, rhs_contracting_dims={1}, backend_config={"sizes":["64"]}
}
E0404 18:48:08.770582   11371 xtile_compiler.cc:399] Fusion: gemm_fusion_dot.214 = f32[32,384,128]{1,2,0} fusion(bitcast.3409, bitcast.371, bitcast.1132, bitcast.2, model_states_0__0_.1), kind=kCustom, calls=gemm_fusion_dot.214_computation.clone, backend_config={"operation_queue_id":"0","wait_on_operation_queues":[],"fusion_backend_config":{"kind":"__triton_nested_gemm_fusion","block_level_fusion_config":{"num_warps":"4","output_tiles":[{"sizes":["1","128","64"]}],"num_ctas":1,"num_stages":3,"is_tma_allowed":false,"is_warp_specialization_allowed":false}},"force_earliest_schedule":false,"reification_cost":[],"device_type":"DEVICE_TYPE_INVALID"}
E0404 18:48:08.770743   11371 xtile_compiler.cc:401] Computation: gemm_fusion_dot.214_computation.clone {
  parameter_0.132 = f32[8192,128]{1,0} parameter(0)
  parameter_1.132 = f32[8192,128]{1,0} parameter(1)
  parameter_2.18 = f32[8192,128]{1,0} parameter(2)
  concatenate.69 = f32[8192,384]{1,0} concatenate(parameter_0.132, parameter_1.132, parameter_2.18), dimensions={1}
  bitcast.2998 = f32[384,32,256]{0,2,1} bitcast(concatenate.69)
  parameter_3.8 = f32[32,256,128]{2,1,0} parameter(3)
  parameter_4.8 = f32[128]{0} parameter(4)
  add.87 = f32[32,256,128]{2,1,0} broadcast(parameter_4.8), dimensions={2}
  add.88 = f32[32,256,128]{2,1,0} add(parameter_3.8, add.87)
  ROOT dot = f32[32,384,128]{1,2,0} dot(bitcast.2998, add.88), lhs_batch_dims={1}, lhs_contracting_dims={2}, rhs_batch_dims={0}, rhs_contracting_dims={1}, backend_config={"sizes":["64"]}
}
E0404 18:48:08.947928   11273 cuda_timer.cc:87] Delay kernel timed out: measured time has sub-optimal accuracy. There may be a missing warmup execution, please investigate in Nsight Systems.
E0404 18:48:09.147941   11350 cuda_timer.cc:87] Delay kernel timed out: measured time has sub-optimal accuracy. There may be a missing warmup execution, please investigate in Nsight Systems.
E0404 18:48:09.224585   11318 cuda_timer.cc:87] Delay kernel timed out: measured time has sub-optimal accuracy. There may be a missing warmup execution, please investigate in Nsight Systems.
E0404 18:48:09.389716   11365 cuda_timer.cc:87] Delay kernel timed out: measured time has sub-optimal accuracy. There may be a missing warmup execution, please investigate in Nsight Systems.
E0404 18:48:09.463893   11365 cuda_timer.cc:87] Delay kernel timed out: measured time has sub-optimal accuracy. There may be a missing warmup execution, please investigate in Nsight Systems.
E0404 18:48:19.257883   11335 xtile_compiler.cc:399] Fusion: gemm_fusion_dot.64 = f32[4096,16384]{1,0} fusion(bitcast.661, model_states_0__96_.1, model_states_0__99_.1), kind=kCustom, calls=gemm_fusion_dot.64_computation.clone, backend_config={"operation_queue_id":"0","wait_on_operation_queues":[],"fusion_backend_config":{"kind":"__triton_nested_gemm_fusion","block_level_fusion_config":{"num_warps":"4","output_tiles":[{"sizes":["128","128"]}],"num_ctas":1,"num_stages":4,"is_tma_allowed":true,"is_warp_specialization_allowed":false}},"force_earliest_schedule":false,"reification_cost":[],"device_type":"DEVICE_TYPE_INVALID"}
E0404 18:48:19.257960   11335 xtile_compiler.cc:401] Computation: gemm_fusion_dot.64_computation.clone {
  parameter_0.48 = f32[4096,128]{1,0} parameter(0)
  parameter_1.48 = f32[128]{0} parameter(1)
  add.77 = f32[4096,128]{1,0} broadcast(parameter_1.48), dimensions={1}
  add.78 = f32[4096,128]{1,0} add(parameter_0.48, add.77)
  parameter_2.16 = f32[16384,128]{1,0} parameter(2)
  ROOT dot.146 = f32[4096,16384]{1,0} dot(add.78, parameter_2.16), lhs_contracting_dims={1}, rhs_contracting_dims={1}, backend_config={"sizes":["32"]}
}
step=100 train_loss=8.193748 val_loss=7.858018
step=200 train_loss=7.788689 val_loss=7.559448
step=300 train_loss=7.459920 val_loss=7.220860
step=400 train_loss=7.168924 val_loss=6.996666
step=500 train_loss=6.959747 val_loss=6.849329
step=600 train_loss=6.849420 val_loss=6.731428
step=700 train_loss=6.727618 val_loss=6.651657
step=800 train_loss=6.645350 val_loss=6.558546
step=900 train_loss=6.580105 val_loss=6.490970
step=1000 train_loss=6.455795 val_loss=6.420800
step=1100 train_loss=6.444279 val_loss=6.355898
step=1200 train_loss=6.352899 val_loss=6.298642
step=1300 train_loss=6.290021 val_loss=6.244274
step=1400 train_loss=6.245248 val_loss=6.194284
step=1500 train_loss=6.164466 val_loss=6.157692
step=1600 train_loss=6.160633 val_loss=6.114751
step=1700 train_loss=6.103845 val_loss=6.074072
step=1800 train_loss=6.036551 val_loss=6.030905
step=1900 train_loss=6.030783 val_loss=5.988993
step=2000 train_loss=5.957781 val_loss=5.977604
step=2100 train_loss=5.980243 val_loss=5.935708
step=2200 train_loss=5.926609 val_loss=5.909446
step=2300 train_loss=5.889875 val_loss=5.889504
step=2400 train_loss=5.876038 val_loss=5.853613
step=2500 train_loss=5.816154 val_loss=5.834608
step=2600 train_loss=5.839232 val_loss=5.806842
step=2700 train_loss=5.793939 val_loss=5.793365
step=2800 train_loss=5.758556 val_loss=5.760832
step=2900 train_loss=5.774026 val_loss=5.744947
step=3000 train_loss=5.695735 val_loss=5.738802
step=3100 train_loss=5.749245 val_loss=5.708095
step=3200 train_loss=5.707717 val_loss=5.704455
step=3300 train_loss=5.672182 val_loss=5.689995
step=3400 train_loss=5.677447 val_loss=5.670380
step=3500 train_loss=5.618012 val_loss=5.666872
step=3600 train_loss=5.663372 val_loss=5.649705
step=3700 train_loss=5.622724 val_loss=5.632946
step=3800 train_loss=5.585125 val_loss=5.615422
step=3900 train_loss=5.614516 val_loss=5.605865
step=4000 train_loss=5.535701 val_loss=5.599342
step=4100 train_loss=5.598287 val_loss=5.577327
step=4200 train_loss=5.566457 val_loss=5.573522
step=4300 train_loss=5.526333 val_loss=5.565158
step=4400 train_loss=5.551196 val_loss=5.544822
step=4500 train_loss=5.497481 val_loss=5.537846
step=4600 train_loss=5.532996 val_loss=5.532123
step=4700 train_loss=5.506306 val_loss=5.522948
step=4800 train_loss=5.473663 val_loss=5.512673
step=4900 train_loss=5.502227 val_loss=5.497657
step=5000 train_loss=5.436297 val_loss=5.507268
step=5100 train_loss=5.487750 val_loss=5.486271
step=5200 train_loss=5.462425 val_loss=5.479854
step=5300 train_loss=5.442111 val_loss=5.473037
step=5400 train_loss=5.461961 val_loss=5.455847
step=5500 train_loss=5.395422 val_loss=5.458520
step=5600 train_loss=5.443393 val_loss=5.449348
step=5700 train_loss=5.421915 val_loss=5.442723
step=5800 train_loss=5.385697 val_loss=5.439185
step=5900 train_loss=5.416406 val_loss=5.431042
step=6000 train_loss=5.362398 val_loss=5.438269
step=6100 train_loss=5.420931 val_loss=5.418047
step=6200 train_loss=5.386264 val_loss=5.412102
step=6300 train_loss=5.372180 val_loss=5.401763
step=6400 train_loss=5.389967 val_loss=5.406193
step=6500 train_loss=5.320861 val_loss=5.398192
step=6600 train_loss=5.377993 val_loss=5.390579
step=6700 train_loss=5.350669 val_loss=5.381267
step=6800 train_loss=5.318746 val_loss=5.365497
step=6900 train_loss=5.361426 val_loss=5.365916
step=7000 train_loss=5.290277 val_loss=5.373115
step=7100 train_loss=5.359868 val_loss=5.363358
step=7200 train_loss=5.329764 val_loss=5.351418
step=7300 train_loss=5.303420 val_loss=5.358413
step=7400 train_loss=5.329182 val_loss=5.340013
step=7500 train_loss=5.267131 val_loss=5.349202
step=7600 train_loss=5.324006 val_loss=5.343356
step=7700 train_loss=5.305496 val_loss=5.338635
step=7800 train_loss=5.260364 val_loss=5.332245
step=7900 train_loss=5.304400 val_loss=5.331056
step=8000 train_loss=5.240698 val_loss=5.329337
step=8100 train_loss=5.318934 val_loss=5.316761
step=8200 train_loss=5.277283 val_loss=5.317551
step=8300 train_loss=5.260246 val_loss=5.308683
step=8400 train_loss=5.283114 val_loss=5.310824
step=8500 train_loss=5.217371 val_loss=5.308005
step=8600 train_loss=5.276566 val_loss=5.300670
step=8700 train_loss=5.259719 val_loss=5.289737
step=8800 train_loss=5.216409 val_loss=5.287546
step=8900 train_loss=5.273726 val_loss=5.282034
step=9000 train_loss=5.200855 val_loss=5.283548
step=9100 train_loss=5.263507 val_loss=5.275649
step=9200 train_loss=5.240915 val_loss=5.274220
step=9300 train_loss=5.217033 val_loss=5.262554
step=9400 train_loss=5.237412 val_loss=5.265479
step=9500 train_loss=5.189695 val_loss=5.268616
step=9600 train_loss=5.237502 val_loss=5.267538
step=9700 train_loss=5.226076 val_loss=5.250883
step=9800 train_loss=5.181421 val_loss=5.252896
step=9900 train_loss=5.221678 val_loss=5.245603
step=10000 train_loss=5.170874 val_loss=5.249448
step=10100 train_loss=5.224433 val_loss=5.237813
step=10200 train_loss=5.207396 val_loss=5.238237
step=10300 train_loss=5.179753 val_loss=5.232991
step=10400 train_loss=5.205014 val_loss=5.226629
step=10500 train_loss=5.148753 val_loss=5.226914
step=10600 train_loss=5.207033 val_loss=5.228966
step=10700 train_loss=5.177380 val_loss=5.213521
step=10800 train_loss=5.152052 val_loss=5.220764
step=10900 train_loss=5.184743 val_loss=5.218539
step=11000 train_loss=5.135141 val_loss=5.218938
step=11100 train_loss=5.193848 val_loss=5.209264
step=11200 train_loss=5.174435 val_loss=5.209069
step=11300 train_loss=5.144004 val_loss=5.208178
step=11400 train_loss=5.176952 val_loss=5.198352
step=11500 train_loss=5.121212 val_loss=5.202411
step=11600 train_loss=5.167994 val_loss=5.193266
step=11700 train_loss=5.162658 val_loss=5.192312
step=11800 train_loss=5.129313 val_loss=5.187604
step=11900 train_loss=5.167006 val_loss=5.187005
step=12000 train_loss=5.098792 val_loss=5.193438
step=12100 train_loss=5.165239 val_loss=5.189271
step=12200 train_loss=5.147745 val_loss=5.185558
step=12300 train_loss=5.125478 val_loss=5.177543
step=12400 train_loss=5.153402 val_loss=5.186364
step=12500 train_loss=5.086976 val_loss=5.175752
step=12600 train_loss=5.147758 val_loss=5.175953
step=12700 train_loss=5.130635 val_loss=5.170737
step=12800 train_loss=5.100760 val_loss=5.165056
step=12900 train_loss=5.140328 val_loss=5.165226
step=13000 train_loss=5.073809 val_loss=5.168122
step=13100 train_loss=5.142928 val_loss=5.165369
step=13200 train_loss=5.121437 val_loss=5.162669
step=13300 train_loss=5.103179 val_loss=5.162202
step=13400 train_loss=5.128290 val_loss=5.158639
step=13500 train_loss=5.066111 val_loss=5.156292
step=13600 train_loss=5.122091 val_loss=5.154870
step=13700 train_loss=5.118270 val_loss=5.154631
step=13800 train_loss=5.066647 val_loss=5.151282
step=13900 train_loss=5.117319 val_loss=5.153372
step=14000 train_loss=5.050493 val_loss=5.153824
step=14100 train_loss=5.131465 val_loss=5.143058
step=14200 train_loss=5.098200 val_loss=5.140539
step=14300 train_loss=5.075620 val_loss=5.138723
step=14400 train_loss=5.101822 val_loss=5.133727
step=14500 train_loss=5.044928 val_loss=5.136157
step=14600 train_loss=5.096621 val_loss=5.138064
step=14700 train_loss=5.088245 val_loss=5.129002
step=14800 train_loss=5.053173 val_loss=5.128337
step=14900 train_loss=5.095245 val_loss=5.129172
step=15000 train_loss=5.020499 val_loss=5.124061
step=15100 train_loss=5.104683 val_loss=5.125594
step=15200 train_loss=5.073796 val_loss=5.125824
step=15300 train_loss=5.056054 val_loss=5.124719
step=15400 train_loss=5.073950 val_loss=5.111419
step=15500 train_loss=5.012609 val_loss=5.109700
step=15600 train_loss=5.082405 val_loss=5.117411
step=15700 train_loss=5.074192 val_loss=5.112329
step=15800 train_loss=5.038085 val_loss=5.111692
step=15900 train_loss=5.069878 val_loss=5.102098
step=16000 train_loss=5.014979 val_loss=5.112214
step=16100 train_loss=5.078747 val_loss=5.101639
step=16200 train_loss=5.067072 val_loss=5.107178
step=16300 train_loss=5.037514 val_loss=5.111857
step=16400 train_loss=5.064285 val_loss=5.100203
step=16500 train_loss=5.011796 val_loss=5.110615
step=16600 train_loss=5.058368 val_loss=5.096464
step=16700 train_loss=5.050385 val_loss=5.100080
step=16800 train_loss=5.021447 val_loss=5.096141
step=16900 train_loss=5.060266 val_loss=5.092685
step=17000 train_loss=4.998468 val_loss=5.097009
step=17100 train_loss=5.064429 val_loss=5.090701
step=17200 train_loss=5.043248 val_loss=5.095840
step=17300 train_loss=5.031200 val_loss=5.091016
step=17400 train_loss=5.046644 val_loss=5.091934
step=17500 train_loss=4.990824 val_loss=5.096517
step=17600 train_loss=5.050856 val_loss=5.097404
step=17700 train_loss=5.032906 val_loss=5.084682
step=17800 train_loss=4.996542 val_loss=5.079190
step=17900 train_loss=5.041226 val_loss=5.083190
step=18000 train_loss=4.990916 val_loss=5.083045
step=18100 train_loss=5.053035 val_loss=5.076425
step=18200 train_loss=5.027230 val_loss=5.082357
step=18300 train_loss=5.007412 val_loss=5.075753
step=18400 train_loss=5.035807 val_loss=5.072506
step=18500 train_loss=4.977072 val_loss=5.075538
step=18600 train_loss=5.030395 val_loss=5.068815
step=18700 train_loss=5.015924 val_loss=5.065708
step=18800 train_loss=4.978734 val_loss=5.063560
step=18900 train_loss=5.035327 val_loss=5.063283
step=19000 train_loss=4.969298 val_loss=5.071057
step=19100 train_loss=5.028976 val_loss=5.056613
step=19200 train_loss=5.020500 val_loss=5.061602
step=19300 train_loss=4.996488 val_loss=5.064209
step=19400 train_loss=5.024019 val_loss=5.058623
step=19500 train_loss=4.958363 val_loss=5.057834
step=19600 train_loss=5.014433 val_loss=5.057987
step=19700 train_loss=5.007869 val_loss=5.056030
step=19800 train_loss=4.975130 val_loss=5.044374
step=19900 train_loss=5.003516 val_loss=5.048045
step=20000 train_loss=4.953330 val_loss=5.052458
step=20100 train_loss=5.010878 val_loss=5.043425
step=20200 train_loss=4.996943 val_loss=5.045938
step=20300 train_loss=4.975901 val_loss=5.051576
step=20400 train_loss=5.006887 val_loss=5.043199
step=20500 train_loss=4.954243 val_loss=5.048585
step=20600 train_loss=5.004969 val_loss=5.042467
